108,850,956,787,272
534,767,198,258,492
784,681,258,568,31
835,961,198,239,122
277,599,573,32,317
268,891,709,448,173
566,125,613,651,84
833,274,214,684,976
365,881,812,173,125
23,633,710,965,384
723,239,416,266,597
882,596,61,223,483
56,162,707,534,873
866,621,763,41,614
62,24,589,388,770
418,818,420,838,908
34,716,255,442,470
77,213,370,229,390
204,773,742,604,315
544,45,713,22,943
786,690,829,778,404
304,25,92,13,314
58,25,419,674,140
783,779,39,151,500
463,481,882,292,773
113,678,493,471,246
762,914,823,379,120
294,894,730,889,490
143,893,875,969,24
928,168,604,282,449
981,856,183,600,298
961,696,467,127,426
982,854,791,687,470
817,938,33,244,943
877,123,378,874,282
71,272,726,360,548
324,1000,151,988,97
664,506,928,938,188
572,956,1,386,181
197,118,70,370,681
846,82,248,594,511
584,504,861,278,238
603,314,81,933,63
295,117,390,390,352
914,480,313,352,432
389,90,594,197,612
805,834,95,350,304
426,596,276,109,743
795,315,656,464,884
97,165,15,644,523
22,344,419,994,595
8,457,425,396,456
352,766,870,864,311
660,609,522,244,546
792,819,632,562,812
242,637,904,366,83
183,986,219,358,114
355,728,655,62,750
218,853,843,930,384
75,457,388,339,596
816,650,836,542,576
548,959,419,529,652
485,467,359,137,872
495,203,301,990,922
250,206,844,701,638
370,675,774,133,45
184,649,128,68,716
600,385,367,958,896
363,761,739,894,292
444,525,205,310,637
803,102,974,355,856
607,210,448,699,857
479,850,902,772,278
964,664,226,919,812
243,819,554,810,712
88,498,487,212,339
940,834,296,640,462
80,903,218,642,944
261,805,233,32,390
431,379,41,85,62
355,568,827,559,299
196,534,721,184,461
709,840,530,637,543
622,648,380,394,544
630,663,415,794,992
167,804,887,985,588
859,823,881,705,477
69,901,330,280,112
151,856,126,264,540
752,499,603,14,286
296,194,861,414,184
430,995,494,549,26
422,761,363,843,200
254,331,687,92,185
170,690,799,415,485
82,856,144,18,473
830,23,291,405,33
608,859,869,239,874
468,687,257,110,122
249,653,102,191,86
768,233,235,592,583
959,134,999,158,298
332,147,582,529,962
603,121,831,938,899
106,238,630,576,257
779,436,373,488,738
123,822,305,873,423
125,10,479,509,457
386,505,205,143,44
599,270,249,305,534
861,310,943,297,65
473,774,897,114,887
746,383,872,314,690
776,927,891,608,337
0,972,39,408,338
893,36,522,231,151
720,708,920,204,975
769,91,132,840,435
691,589,945,154,674
977,463,123,14,88
361,145,231,775,875
569,762,411,607,2
367,554,572,796,347
77,974,166,660,720
912,537,847,804,819
698,340,864,958,58
444,661,553,438,210
870,236,567,488,671
351,890,950,248,575
979,612,725,209,799
80,897,12,428,917
469,52,957,355,612
428,619,492,107,533
146,816,397,869,501
92,848,45,413,622
982,441,462,690,556
781,356,328,601,891
655,594,855,146,605
318,693,794,711,438
958,440,982,204,399
156,945,322,42,440
585,182,169,813,201
13,27,822,607,520
557,480,598,435,447
499,138,736,929,488
786,958,82,345,861
992,4,912,737,913
852,241,174,379,175
174,487,989,506,702
787,737,143,235,787
816,493,430,993,902
40,384,2,248,276
684,168,983,913,517
135,299,503,939,794
529,93,617,390,457
751,834,57,925,487
88,982,629,13,751
625,471,150,385,817
276,482,190,510,473
446,784,338,202,450
799,752,891,907,645
725,236,76,749,709
75,568,594,521,188
233,920,252,116,534
966,338,91,414,729
433,181,390,493,159
192,750,407,608,745
692,288,61,539,87
140,952,508,934,769
291,600,486,925,539
182,572,801,792,161
429,623,357,475,637
581,950,525,408,832
412,276,643,292,598
861,133,726,453,590
597,191,920,210,2
874,697,895,836,369
996,320,976,580,897
726,246,249,324,852
316,310,455,215,400
551,785,575,553,28
472,154,959,589,75
610,756,717,492,41
419,393,200,415,989
242,250,831,136,48
883,275,74,684,278
42,363,752,884,685
221,757,964,796,971
570,687,808,670,498
530,972,253,119,882
556,626,828,295,947
242,76,375,499,872
812,352,530,758,420
991,448,366,81,280
92,768,493,734,455
463,393,864,434,40
805,784,355,805,758
138,553,737,554,211
570,920,25,446,553
645,673,31,727,89
293,432,857,900,789
515,520,587,727,161
225,275,343,223,118
713,755,426,966,634
457,318,1,8,737
2,969,677,160,426
12,636,371,24,252
926,176,202,861,63
74,551,609,40,968
140,45,428,343,167
931,384,372,44,533
295,937,365,843,293
650,466,508,687,735
940,76,897,9,561
184,288,503,236,277
70,340,582,740,751
237,377,136,112,237
701,474,102,352,181
38,347,335,363,547
647,404,482,777,553
313,657,445,122,755
897,195,276,959,487
627,16,820,124,576
838,177,935,658,686
377,517,564,920,440
189,905,12,254,436
669,219,465,121,183
353,776,2,685,117
201,768,650,593,367
934,660,144,187,895
519,275,917,821,624
765,700,338,914,33
377,817,303,133,307
16,267,270,82,245
930,855,389,288,174
650,877,167,376,920
849,728,123,559,248
586,362,450,870,966
85,863,898,854,626
928,98,661,370,895
231,244,302,521,895
737,352,164,771,400
604,646,563,105,229
821,600,541,309,251
247,829,3,990,489
622,729,116,332,177
32,558,252,661,188
702,587,655,321,187
516,892,786,342,312
365,792,561,711,210
465,319,675,457,110
929,54,108,881,921
435,892,843,165,914
73,759,585,37,392
487,30,988,543,941
899,583,473,897,358
641,414,294,956,801
964,520,412,702,856
409,320,340,9,416
830,122,97,848,849
480,4,1,42,380
622,200,135,707,745
200,676,203,267,804
271,466,961,146,206
790,621,109,498,452
216,559,562,886,865
893,470,442,799,74
191,722,987,547,297
670,510,75,585,512
788,634,661,971,766
741,629,489,681,857
184,896,202,740,263
814,838,330,771,932
922,273,899,131,110
80,898,466,592,383
307,510,719,115,279
839,907,306,797,237
931,996,616,751,433
843,530,984,763,201
983,638,1000,771,380
70,499,731,710,715
423,185,877,771,229
526,463,140,824,386
866,10,316,752,707
643,148,947,475,229
707,698,139,533,480
780,633,251,42,414
278,488,892,278,993
597,9,517,567,885
85,339,735,335,871
156,207,172,84,944
297,55,484,19,560
664,322,142,93,648
480,109,845,691,583
795,933,866,601,710
326,436,788,206,194
343,840,542,818,570
708,838,223,886,817
365,162,168,811,977
381,601,863,538,884
527,258,676,828,582
177,819,639,915,667
61,458,985,422,465
257,315,81,711,467
990,100,974,627,750
865,906,890,314,610
87,469,10,54,4
29,639,984,961,950
44,113,701,252,924
319,412,503,216,1000
546,50,784,811,391
354,146,984,575,632
384,973,954,619,777
375,199,206,393,519
966,52,63,577,520
225,469,331,43,703
101,777,156,0,965
6,735,112,428,365
521,994,595,526,235
533,509,110,670,955
248,372,203,967,476
318,104,315,272,298
433,752,841,386,343
908,239,537,53,480
644,505,491,894,781
532,899,254,680,745
551,590,637,729,52
105,201,770,532,61
951,891,622,824,307
301,326,981,349,775
468,34,843,771,813
662,774,744,418,785
482,789,415,638,492
447,968,495,632,158
505,126,921,329,973
515,849,523,580,607
785,710,304,679,634
865,2,368,147,498
276,974,975,716,395
488,756,905,307,159
945,241,792,264,640
423,232,415,401,672
733,161,787,664,756
438,596,888,439,99
865,891,253,538,134
619,812,638,721,581
629,937,51,230,841
156,983,229,250,163
408,682,828,920,428
367,713,293,685,470
1000,332,16,464,768
588,982,448,431,617
823,986,545,398,259
434,792,339,92,954
544,49,295,543,723
367,727,260,179,883
749,526,105,461,726
118,219,647,861,636
535,917,683,365,602
624,573,273,127,247
953,575,549,666,601
841,297,145,737,179
343,336,164,846,5
231,141,537,889,630
728,753,474,843,315
546,966,8,566,166
364,286,746,258,203
83,609,505,902,536
604,59,526,560,477
760,184,19,866,93
32,382,879,618,842
767,542,329,297,834
183,672,241,82,587
777,648,928,696,485
376,46,791,632,295
662,483,184,69,434
904,927,848,176,807
897,124,990,65,531
898,24,833,82,90
631,281,15,586,549
530,324,797,568,698
512,29,659,525,404
89,579,593,170,281
210,323,96,672,380
403,301,457,197,526
580,477,194,333,521
359,775,945,329,351
291,931,369,903,35
318,896,453,895,295
312,903,656,594,575
98,799,951,162,439
532,998,945,219,559
104,508,896,997,776
73,120,261,956,505
5,184,224,176,9
547,20,465,999,436
686,661,43,703,301
860,219,513,118,910
782,421,206,316,158
382,644,269,93,877
795,767,671,767,472
147,383,224,476,830
506,113,307,494,838
929,782,775,503,961
886,729,219,291,598
902,170,637,915,852
474,422,665,57,505
984,363,788,441,864
929,748,415,279,154
916,567,616,654,946
190,828,360,491,45
10,369,785,372,711
804,983,169,383,349
873,626,257,164,113
560,910,645,647,846
523,843,525,902,2
201,58,14,822,44
380,297,605,373,442
221,955,689,979,990
493,969,362,857,585
897,934,927,269,369
422,46,77,723,152
992,52,303,95,393
577,310,665,593,255
347,39,735,922,207
849,965,887,371,18
827,195,292,581,511
786,344,643,675,391
988,755,831,614,138
684,539,665,170,565
388,559,709,688,617
281,887,117,315,616
717,470,323,55,964
630,917,818,238,599
678,907,741,117,341
158,25,277,648,105
445,646,653,825,544
620,596,57,204,51
869,291,181,14,38
391,140,713,541,879
239,94,284,397,863
219,890,415,238,189
207,940,357,323,103
773,703,946,515,244
757,733,0,607,707
588,79,619,989,417
408,182,651,409,640
921,70,693,59,988
328,755,208,886,537
19,786,241,305,948
886,333,910,431,149
242,216,996,625,410
782,721,435,287,149
580,8,580,957,335
580,829,618,125,708
359,246,741,221,479
396,365,684,539,328
377,324,649,759,402
652,670,308,731,348
660,482,773,446,905
318,85,474,451,864
129,24,371,64,309
713,333,286,888,200
511,790,571,150,235
904,583,902,269,580
365,18,290,251,195
891,476,893,976,495
398,181,265,660,711
956,884,846,986,380
554,52,792,261,785
839,364,635,122,243
159,137,951,602,739
